265,1933,34.750000,-87.000000
3700,1929,35.966670,-82.483330
345,1922,34.500000,-88.666670
86000,1902,38.250000,-83.750000
1770.5,1938,39.083330,-89.150000
6000,1843,34.166670,-80.283330
1504,1990,37.621940,-82.237220
2300,1846,37.266670,-89.583330
4300,1835,36.166670,-87.333330
8400,1933,35.033330,-81.883330
1455,1984,32.102500,-81.872780
17000,1919,36.833330,-84.350000
6000,1877,38.400000,-84.250000
2000,1868,34.400000,-87.066670
5000,1827,36.400000,-86.500000
3200,1900,32.533330,-87.166670
220,1889,36.100000,-81.416670
16300,1829,33.016670,-83.966670
650,1868,34.483330,-87.833330
680,1859,38.250000,-86.166670
877,1907,34.583330,-87.500000
1300,1977,38.250000,-85.750000
340,1869,32.033330,-84.766670
1443,1983,35.800000,-84.100000
8600,1849,35.250000,-80.500000
12600,1950,36.600000,-88.100000
,1910,32.316670,-89.716670
1800,1855,35.300000,-86.633330
3760,1921,31.950000,-83.516670
900,1893,39.116670,-83.850000
668,1903,35.033330,-83.033330
5560,1954,33.188360,-86.294500
74800,1927,38.200000,-89.683330
192,1875,35.750000,-81.250000
800,1839,35.583330,-82.533330
3630,1867,32.633330,-85.500000
136000,1876,36.300000,-82.883330
6400,1842,36.300000,-82.883330
800,1839,35.583330,-82.350000
13600,1890,35.716670,-81.866670
20000,1937,36.566670,-82.183330
15400,1929,37.366670,-85.366670
7030,1894,34.200000,-84.483330
127000,1840,36.266670,-85.983330
94000,1935,32.000000,-86.000000
723,1877,37.250000,-85.000000
11300,1898,34.016670,-85.266670
16500,1849,34.700000,-81.200000
16220,1873,33.500000,-85.666670
1500,1870,39.116670,-84.500000
11300,1937,38.000000,-84.166670
115000,1860,34.883330,-84.783330
7700,1950,36.083330,-84.200000
2300,1880,35.300000,-81.733330
2300,1913,36.166670,-85.516670
16800,1860,36.433330,-87.000000
960000,1837,35.783330,-83.250000
48500,1887,35.833330,-84.916670
90,1852,37.233330,-80.733330
53000,1879,34.800000,-84.983330
26300,1892,39.750000,-84.166670
21800,1854,35.850000,-82.700000
11300,1873,35.850000,-82.700000
13000,1922,36.850000,-82.450000
36000,1880,38.616670,-84.966670
10200,1942,37.033330,-85.633330
94,1967,31.333330,-82.316670
763,1883,39.866670,-83.950000
1600,1974,39.333330,-84.600000
22700,1891,36.100000,-80.200000
10900,1866,38.200000,-84.833330
9062,1921,36.716670,-86.566670
20400,1922,37.016670,-85.916670
11300,1983,30.311670,-86.166670
5000,1880,37.833330,-80.316670
34500,1969,33.966670,-87.916670
1300,1976,38.919720,-85.947220
30000,1947,35.950000,-84.566670
13000,1938,35.950000,-84.566670
6000,1901,35.316670,-81.466670
12200,1887,34.366670,-85.433330
140000,1957,34.683330,-85.650000
14100,1887,36.933330,-80.500000
450,1846,36.416670,-85.500000
292,2003,32.133333,-82.983333
12000,1883,37.900000,-82.383330
30,1891,36.300000,-82.466670
6690,1950,37.216670,-82.000000
194000,1889,38.816670,-84.600000
50800,1860,38.400000,-85.366670
2150,1857,34.500000,-82.033330
4760,1880,34.000000,-81.250000
1240,1879,35.666670,-80.250000
20000,1834,31.550000,-87.516670
442,1882,35.866670,-81.916670
235,1937,36.416670,-85.250000
10000,1857,33.333330,-84.100000
3000,1868,34.250000,-84.500000
6800,1860,37.000000,-88.250000
40800,1975,32.835280,-81.873890
210,1982,36.950000,-84.900000
16300,1887,36.200000,-83.383330
159000,1868,36.933330,-87.400000
8600,1847,35.833330,-86.416670
7700,1899,35.100000,-84.033330
73030,1856,37.750000,-85.500000
4800,1941,39.800000,-84.816670
4200,1965,32.516670,-82.550000
156,1854,33.500000,-89.000000
9979,1908,36.466500,-88.602830
725,1901,34.000000,-84.800000
17500,1906,37.733330,-89.850000
5000,1893,35.050000,-84.233330
400,1908,34.500000,-84.500000
4310,1990,38.666670,-82.783330
6804,1903,38.566670,-85.233330
32700,1839,33.250000,-83.250000
53070,1844,34.300000,-81.400000
4300,1948,39.500000,-85.500000
50,1866,39.616670,-85.450000
3600,1850,37.950000,-85.783330
800000,1940,32.948890,-81.865000
60000,1923,35.166670,-88.183330
10000,1867,36.766670,-86.166670
140600,1906,32.400000,-87.000000
5000,1839,37.133330,-88.400000
69900,1940,34.000000,-83.166670
70500,1840,35.983330,-85.850000
99300,1927,33.700000,-83.700000
2158.2600000000002,2000,32.437500,-81.916670
1000,1890,34.200000,-86.483330
226.5,1967,39.320000,-82.370000
27000,1853,36.433330,-83.750000
218,1888,33.466670,-82.483330
43000,1859,32.233330,-88.200000
280,2012,34.242160,-88.775940
5130,1955,32.583330,-82.016670
6800,1853,34.750000,-84.000000
13600,1887,36.633330,-83.833330
74800,1832,34.000000,-87.166670
1600,1956,37.325000,-84.716670
4400,1983,32.683330,-85.566670
3867,1918,35.683330,-82.183330
