3880,1943,-26.166670,28.416670
3650,1877,-27.700000,27.300000
1064,1868,-28.200000,24.566670
460,1912,-25.666670,28.366670
4000,1973,-26.150000,26.183330
807,1933,-29.450000,26.766670
45300,2002,-29.333330,27.583330
38000,1955,-28.083330,24.083330
3000,1933,-30.000000,20.000000
20930,1960,-29.383330,23.100000
2066,1970,-23.833330,27.916670
585,1999,-20.981800,22.976600
13500,1999,-20.981800,22.976600
13600,1914,-29.300000,21.150000
378,1999,-21.300000,24.102800
187,1999,-21.090900,26.485900
750,2004,-26.372470,23.523950
148800,1855,-30.000000,25.000000
549000,1909,-28.833330,21.133330
11800,1921,-29.750000,22.500000
50000,1881,-28.500000,27.000000
