21000,1892,45.416670,-98.316670
45.6,1956,43.200000,-96.916670
104000,1917,44.900000,-90.283330
10000,1947,40.781670,-96.471670
320000,1879,43.416670,-94.833330
17600,1894,47.816670,-96.850000
152000,1890,43.250000,-93.666670
230000,1875,41.800000,-91.866670
340,1898,42.716670,-99.383330
28400,1847,41.900000,-91.600000
3584,2010,42.907500,-90.365560
57900,1901,40.000000,-99.250000
89.3,1996,45.345830,-92.051670
1500,1865,43.500000,-91.166670
80650,1907,42.600000,-99.800000
17500,1976,43.322220,-96.288890
8500,1947,40.800000,-99.200000
1108,1961,45.200000,-93.433330
19400,1937,41.416670,-99.100000
8940,1894,44.600000,-94.100000
25300,1958,42.733330,-90.350000
16380,1970,41.000000,-97.533330
2270,1962,48.683330,-97.166670
1300,1972,48.783330,-97.350000
138300,1978,41.153330,-96.955000
6800,1937,41.433330,-99.700000
26210,1938,44.221494,-98.059192
16300,1991,41.350000,-99.116670
17000,2006,40.266667,-94.683333
1160,1928,41.366670,-98.633330
2350,1982,48.666670,-97.116670
732,,42.318000,-90.221000
16700,1962,43.563330,-97.583330
2500,1970,47.958330,-96.700000
21360,1983,44.048330,-96.591670
4275,1954,49.616670,-96.550000
1990,1969,48.716670,-97.300000
24000,1884,44.916670,-92.433330
7800,1937,43.800000,-96.166670
,301,40.333330,-90.050000
21820,1965,40.166670,-97.600000
3060,1894,40.333330,-99.033330
325,1970,49.508330,-97.816670
4000,1885,46.616670,-98.500000
8200,1961,41.483330,-96.166670
10000,1934,40.683330,-99.066670
13000,1903,40.666670,-96.750000
46000,1940,41.433330,-96.966670
20676,1971,41.500000,-91.479170
3020,1933,40.466670,-99.500000
6700,1914,40.749720,-97.749720
49000,1939,42.183330,-95.716670
2040,2000,40.287500,-95.376670
115,1879,48.000000,-97.933330
6000,1985,40.166670,-99.666670
135,1942,40.083330,-98.916670
22000,1974,40.716670,-90.416670
1330,1999,40.433330,-98.066670
7600,1964,40.600000,-97.866670
22390,1953,47.600000,-94.766670
74830,1981,44.400000,-98.533330
48200,1953,42.346670,-90.167500
835,1878,40.750000,-97.500000
1440,1928,40.866670,-97.600000
