1800,1838,29.716670,77.950000
6400,1895,27.666670,78.250000
17900,1939,20.883330,76.866670
10322,1934,28.483330,78.500000
15000,1892,27.700000,76.333330
18,1877,20.883330,74.833330
678,2002,26.508330,73.115280
100,1893,20.833330,71.466670
8600,1894,21.950000,78.033330
8800,1838,20.266670,76.016670
1100,1885,27.283330,79.050000
12000,1834,29.483330,75.500000
0.8,1897,28.566670,77.250000
25400,1962,25.733330,73.616670
1140,1994,24.225000,76.525000
45000,1976,22.377780,71.427220
840,1916,28.266670,78.783330
2449,1982,22.983330,76.050000
315,1921,28.383330,75.783330
100,2006,22.680000,70.313330
89,1822,27.083330,78.333330
230,1838,27.250000,79.966670
1600,2004,20.339160,73.223290
16820,2003,29.583330,77.583330
6800,2006,25.143330,75.813330
13600,1873,29.533330,72.300000
450,1860,26.950000,77.883330
100,1867,28.016670,75.816670
5,1860,29.683330,78.383330
212.5,1910,21.866670,76.033330
372,1887,24.450000,78.566670
1000,1868,29.533330,71.800000
40000,1994,26.965560,72.626670
9241,1926,24.950000,75.150000
50,1843,20.966670,76.100000
22,1861,29.016670,77.800000
70,1808,28.783330,78.833330
1500,1868,26.833330,77.333330
,1842,23.050000,72.633330
20,1875,26.983330,78.216670
42000,1996,26.034720,73.941670
1161,1884,29.583330,76.000000
560,1863,23.366670,75.183330
10200,1986,27.725280,76.465000
67225,1983,28.225000,70.200000
3224.5,1937,25.383330,72.016670
3332,1929,28.200000,76.666670
2462,1921,25.666670,74.866670
691,1940,22.250000,79.000000
20000,1966,21.683890,79.500830
7.7,1911,24.650000,76.866670
594,1915,25.450000,70.000000
4460,2001,29.060000,74.440000
5000,1980,29.366670,79.433330
4064,1936,20.133330,75.500000
