32000,1899,42.533330,-85.883330
67.8,1938,40.480000,-89.004170
762,1886,40.500000,-80.083330
469,1994,43.761110,-84.507780
47700,1939,42.520000,-82.260000
3710,1959,41.383330,-86.600000
772,1911,43.583330,-89.600000
202.6,1998,43.383330,-80.383330
230000,1860,40.000000,-81.766670
483.7,1991,40.085280,-86.055000
18000,2003,41.484720,-87.679170
340,1876,41.083330,-86.283330
10600,1921,44.516670,-83.950000
18600,1904,44.050000,-80.166670
1551,1997,42.384670,-83.611500
4100,1887,44.650000,-87.466670
14800,1916,44.250000,-88.250000
1201,1950,40.016670,-82.866670
51700,1883,42.966670,-85.766670
30000,1999,42.966670,-80.150000
1420,1889,46.079440,-88.559720
9399,1947,44.646940,-85.136670
1800,1862,40.483330,-86.366670
5900,1975,40.666670,-84.350000
14540,1900,41.600000,-86.716670
800,1931,40.416670,-86.883330
68,1991,42.291110,-88.625560
676,1937,44.000000,-89.250000
144.80000000000001,1961,44.076940,-88.562780
46300,1931,47.633330,-80.083330
3600,1931,44.216670,-89.100000
14000,1893,41.333330,-86.316670
20000,1895,43.866670,-85.516670
11500,1923,41.783330,-84.183330
2500,1893,41.650000,-86.216670
3580,2001,44.506420,-81.372170
1214.5,1962,41.116670,-89.808330
505000,1858,43.366670,-88.133330
22700,1858,40.766670,-81.950000
3700,1955,42.513330,-88.489440
