11300,1902,-29.800000,141.700000
160000,1879,-25.733330,142.950000
11090,1970,-21.659720,140.906940
5300,1960,-26.500000,141.083330
294,1914,-29.750000,141.033330
6800,1962,-29.850000,140.700000
10200,1905,-28.900000,146.766670
1797,1922,-29.450000,143.600000
68000,1966,-28.483330,148.250000
27000,1950,-25.466670,142.800000
50000,1987,-25.550000,142.783330
236,1991,-25.733330,142.950000
51300,1897,-28.933330,148.950000
3180,1944,-29.533330,143.983330
1694,1944,-29.500000,144.066670
27000,1975,-28.600000,141.150000
20000,1895,-29.866670,144.216670
34700,1962,-29.800000,148.633330
62100,1881,-25.700000,143.050000
18.600000000000001,1970,-29.433330,142.016670
157,1992,-27.866670,141.733330
271,1991,-25.315830,142.444670
40000,1945,-28.950000,148.133330
5800,1914,-29.750000,141.033330
